timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,button,toggle
4744212291554500,0.000000,0.000000,0.000000,0.999997,-0.002028,-0.001295,0.000116,False,False
4744212311942200,0.000000,0.000000,0.000000,0.999984,-0.004848,-0.002697,0.000632,False,False
4744212332830400,0.000000,0.000000,0.000000,0.999984,-0.004848,-0.002697,0.000632,False,False
4744212353765500,0.000000,0.000000,0.000000,0.999972,-0.006721,-0.002944,0.001203,False,False
4744212374548500,0.000000,0.000000,0.000000,0.999961,-0.008000,-0.003144,0.002205,False,False
4744212395602800,0.000000,0.000000,0.000000,0.999961,-0.008000,-0.003144,0.002205,False,False
4744212415762400,0.000000,0.000000,0.000000,0.999954,-0.008470,-0.002886,0.003314,False,False
4744212437559000,0.000000,0.000000,0.000000,0.999954,-0.008470,-0.002886,0.003314,False,False
4744212458575200,0.000000,0.000000,0.000000,0.999958,-0.007976,-0.002521,0.003836,False,False
4744212479747300,0.000000,0.000000,0.000000,0.999965,-0.007002,-0.002093,0.004021,False,False
4744212500090600,0.000000,0.000000,0.000000,0.999965,-0.007002,-0.002093,0.004021,False,False
4744212520159100,0.000000,0.000000,0.000000,0.999975,-0.005490,-0.001749,0.004066,False,False
4744212541560100,0.000000,0.000000,0.000000,0.999978,-0.004582,-0.002020,0.004391,False,False
4744212561180700,0.000000,0.000000,0.000000,0.999978,-0.004582,-0.002020,0.004391,False,False
4744212581640300,0.000000,0.000000,0.000000,0.999981,-0.003909,-0.001841,0.004423,False,False
4744212602639800,0.000000,0.000000,0.000000,0.999981,-0.003909,-0.001841,0.004423,False,False
4744212622989200,0.000000,0.000000,0.000000,0.999985,-0.003582,-0.001453,0.003818,False,False
4744212643048500,0.000000,0.000000,0.000000,0.999986,-0.003998,-0.001736,0.003127,False,False
4744212664689200,0.000000,0.000000,0.000000,0.999986,-0.003998,-0.001736,0.003127,False,False
4744212686585200,0.000000,0.000000,0.000000,0.999982,-0.005046,-0.002763,0.001946,False,False
4744212706427300,0.000000,0.000000,0.000000,0.999982,-0.005046,-0.002763,0.001946,False,False
4744212727493800,0.000000,0.000000,0.000000,0.999961,-0.007502,-0.004585,0.000204,False,False
4744212748463400,0.000000,0.000000,0.000000,0.999931,-0.010156,-0.005872,-0.000710,False,False
4744212768544300,0.000000,0.000000,0.000000,0.999931,-0.010156,-0.005872,-0.000710,False,False
4744212789919400,0.000000,0.000000,0.000000,0.999883,-0.013393,-0.007280,-0.000937,False,False
4744212811464600,0.000000,0.000000,0.000000,0.999807,-0.017613,-0.008727,0.000062,False,False
4744212833165700,0.000000,0.000000,0.000000,0.999807,-0.017613,-0.008727,0.000062,False,False
4744212853651100,0.000000,0.000000,0.000000,0.999762,-0.019853,-0.009050,0.000857,False,False
4744212874382600,0.000000,0.000000,0.000000,0.999741,-0.020972,-0.008631,0.001798,False,False
4744212895271400,0.000000,0.000000,0.000000,0.999741,-0.020972,-0.008631,0.001798,False,False
4744212916019000,-0.000000,0.000000,0.000000,0.999598,-0.027213,-0.007156,0.003577,False,False
4744212936068800,-0.000000,0.000000,0.000000,0.999598,-0.027213,-0.007156,0.003577,False,False
4744212956461300,0.000387,-0.000202,-0.000271,0.999619,-0.026608,-0.005968,0.004238,False,False
4744212977911200,0.000387,-0.000202,-0.000271,0.999619,-0.026608,-0.005968,0.004238,False,False
4744212998998600,0.000846,-0.000388,-0.000580,0.999634,-0.026138,-0.004933,0.004981,False,False
4744213019990300,0.001093,0.000307,-0.000598,0.999630,-0.026090,-0.006735,0.003840,False,False
4744213040307500,0.001609,0.000995,-0.000580,0.999588,-0.027373,-0.006506,0.005754,False,False
4744213061712100,0.001609,0.000995,-0.000580,0.999588,-0.027373,-0.006506,0.005754,False,False
4744213083383000,0.001609,0.000995,-0.000580,0.999588,-0.027373,-0.006506,0.005754,False,False
4744213103984900,0.002230,0.001821,-0.000232,0.999516,-0.029417,-0.006482,0.007785,False,False
4744213124717000,0.003124,0.003197,0.000562,0.999409,-0.032701,-0.006337,0.008512,False,False
4744213146027900,0.003775,0.004263,0.001842,0.999294,-0.035274,-0.007979,0.010150,False,False
4744213166635100,0.003775,0.004263,0.001842,0.999294,-0.035274,-0.007979,0.010150,False,False
4744213186904300,0.004552,0.005008,0.003668,0.999204,-0.037052,-0.009738,0.011092,False,False
4744213207322300,0.004552,0.005008,0.003668,0.999204,-0.037052,-0.009738,0.011092,False,False
4744213227358000,0.005021,0.005075,0.005863,0.999172,-0.037465,-0.011287,0.011174,False,False
4744213248041800,0.005908,0.004503,0.008019,0.999201,-0.036317,-0.013032,0.010376,False,False
4744213268997500,0.005908,0.004503,0.008019,0.999201,-0.036317,-0.013032,0.010376,False,False
4744213289071100,0.007026,0.003517,0.010032,0.999270,-0.034207,-0.014349,0.009078,False,False
4744213309143900,0.006118,0.001273,0.013110,0.999355,-0.031364,-0.015518,0.008101,False,False
4744213329740000,0.006118,0.001273,0.013110,0.999355,-0.031364,-0.015518,0.008101,False,False
4744213351290400,0.007066,-0.000360,0.015064,0.999433,-0.028704,-0.016419,0.006361,False,False
4744213372588900,0.007066,-0.000360,0.015064,0.999433,-0.028704,-0.016419,0.006361,False,False
4744213393115500,0.008181,-0.001814,0.016653,0.999474,-0.026648,-0.017739,0.005266,False,False
4744213413433200,0.009480,-0.003328,0.018036,0.999510,-0.025076,-0.018294,0.004085,False,False
4744213434430300,0.009480,-0.003328,0.018036,0.999510,-0.025076,-0.018294,0.004085,False,False
4744213455741200,0.013032,-0.003159,0.017475,0.999558,-0.023622,-0.017808,0.002979,False,False
4744213476099600,0.013032,-0.003159,0.017475,0.999558,-0.023622,-0.017808,0.002979,False,False
4744213496410600,0.014248,-0.004129,0.018139,0.999556,-0.023331,-0.018366,0.002383,False,False
4744213517100500,0.015135,-0.005031,0.018705,0.999543,-0.023912,-0.018452,0.001559,False,False
4744213538110400,0.015135,-0.005031,0.018705,0.999543,-0.023912,-0.018452,0.001559,False,False
4744213558520600,0.015873,-0.005662,0.018678,0.999533,-0.024431,-0.018363,0.000367,False,False
4744213580111500,0.016720,-0.006297,0.018700,0.999538,-0.024977,-0.017325,-0.000259,False,False
4744213599991100,0.016720,-0.006297,0.018700,0.999538,-0.024977,-0.017325,-0.000259,False,False
4744213621172700,0.017387,-0.006863,0.018657,0.999538,-0.025405,-0.016677,-0.000609,False,False
4744213642525700,0.017387,-0.006863,0.018657,0.999538,-0.025405,-0.016677,-0.000609,False,False
4744213662854100,0.017756,-0.007118,0.018498,0.999548,-0.025585,-0.015750,-0.001399,False,False
4744213683412400,0.018337,-0.007667,0.018560,0.999566,-0.025093,-0.015353,-0.001611,False,False
4744213703275300,0.018337,-0.007667,0.018560,0.999566,-0.025093,-0.015353,-0.001611,False,False
4744213723715400,0.018467,-0.007841,0.018389,0.999601,-0.024487,-0.014022,-0.001212,False,False
4744213744223500,0.018944,-0.008460,0.018646,0.999632,-0.023473,-0.013558,-0.000867,False,False
4744213764727400,0.018944,-0.008460,0.018646,0.999632,-0.023473,-0.013558,-0.000867,False,False
4744213785606400,0.019134,-0.009096,0.018805,0.999642,-0.022435,-0.014422,-0.001982,False,False
4744213806905700,0.019134,-0.009096,0.018805,0.999642,-0.022435,-0.014422,-0.001982,False,False
4744213827856100,0.021097,-0.009955,0.019671,0.999645,-0.021888,-0.014692,-0.003836,False,False
4744213848830100,0.021557,-0.010494,0.019801,0.999660,-0.021479,-0.014149,-0.004228,False,False
4744213868946000,0.021557,-0.010494,0.019801,0.999660,-0.021479,-0.014149,-0.004228,False,False
4744213890056200,0.021873,-0.010918,0.019741,0.999672,-0.021270,-0.013565,-0.004457,False,False
