Time_Sec,CH0-ThumbLow,CH1-ThumbUp,CH2-Pointer,CH3-Middle,CH4-Ring,CH5-Pinky
4920818584439900,2357,1828,2075,1905,4032,1969
4920818584522700,2358,1828,2075,1748,4029,1968
4920818584790100,2356,1827,2074,1904,4030,1968
4920818584933400,2359,1833,2075,1906,4024,1972
4920818585037600,2363,1828,2074,1904,4026,1969
4920818585160700,2356,1828,2051,1905,4032,1969
4920818585507300,2355,1827,2074,1905,4032,1968
4920818585660800,2358,1828,2074,1904,4031,1970
4920818585790400,2356,1828,2080,1905,4027,1969
4920818585922800,2358,1827,2075,1906,4031,1968
4920818586031000,2357,1829,2075,1903,4033,1969
4920818586147400,2357,1828,2075,1904,4030,1971
4920818586283800,2354,1827,2075,1905,4060,1969
4920818586392400,2358,1828,2075,1905,4030,1969
4920818586558300,2357,1827,2076,1904,4029,1968
4920818586885000,2358,1828,2074,1904,4058,1969
4920818587045400,2358,1827,2078,1906,4029,1969
4920818587148400,2356,1827,2075,1905,4028,1969
4920818587429700,2357,1828,2073,1906,4030,1968
4920818587545900,2355,1846,2075,1906,4029,2110
4920818587661800,2356,1678,2075,1905,4064,1969
4920818587790200,2360,1826,2075,1904,4030,1968
4920818587877000,2357,1828,2075,1903,4032,1967
4920818588096000,2358,1828,2074,1905,4053,1969
4920818588407900,2358,1828,2076,1903,4030,2018
4920818588713900,2359,1827,2080,1906,4030,1965
4920818588835100,2358,1827,2074,1906,4029,1968
4920818589174900,2358,1828,2075,1905,4032,1969
4920818589316600,2360,1829,2074,1905,4031,1969
4920818589397100,2357,1827,2076,1904,4033,2004
4920818589711200,2358,1827,2074,1905,4032,1969
4920818589841100,2356,1828,2075,1905,4031,1969
4920818590202200,2356,1827,2074,1905,4032,1969
4920818590328800,2357,1827,2070,1904,4032,1972
4920818590454500,2357,1826,2074,1905,4028,1969
4920818590750300,2356,1829,2075,1905,4076,1969
4920818591002300,2357,1827,2074,1910,4031,1969
4920818591326000,2357,1832,2077,1905,4029,1969
4920818591520700,2357,1827,2073,1905,4034,1969
4920818591723800,2358,1827,2074,1906,4031,1968
4920818591845200,2357,1829,2074,1905,4028,1970
4920818591941200,2357,1827,2075,1903,4029,1968
4920818592056600,2357,1828,2076,1906,4029,1968
4920818592167800,2357,1856,2076,1905,4032,1968
4920818592320800,2377,1827,2073,1904,4031,1967
4920818592464400,2358,1828,2074,1905,4034,1969
4920818592658500,2357,1828,2089,1905,4031,1969
4920818592783100,2356,1828,2074,1906,4031,1968
4920818592898400,2358,1828,2074,1906,4029,1968
4920818593179500,2358,1827,2076,1905,4034,1970
4920818593260900,2358,1827,2077,1905,4027,1968
4920818593335800,2476,1828,2075,1902,4033,1967
4920818593615600,2356,1828,2074,1906,4031,1968
4920818593939400,2356,1829,2074,1905,4032,1968
4920818594192400,2358,1828,2075,1905,4033,1970
4920818594315800,2357,1827,2074,1906,4028,1969
4920818594531200,2357,1829,2075,1906,4028,1969
4920818594883000,2357,1828,2074,1905,4032,1966
4920818595025000,2358,1828,2076,1905,4028,2013
4920818595188500,2359,1828,2074,1904,4095,1969
4920818595307100,2357,1828,2076,1905,4029,1968
4920818595433700,2358,1827,2074,1906,4032,1968
4920818595553700,2358,1827,2077,1905,4032,1968
4920818595659400,2356,1828,2075,1905,4033,1969
4920818595753400,2358,1827,2075,1746,4032,1969
4920818595869800,2358,1827,2074,1904,4030,1968
4920818596013500,2358,1830,2075,1906,4024,1968
4920818596110500,2362,1828,2074,1904,4034,1970
4920818596193400,2358,1828,2050,1905,4028,1968
4920818596290800,2358,1827,2074,1905,4029,1968
4920818596387000,2356,1826,2075,1904,4047,1970
4920818596476200,2357,1829,2077,1904,4028,1969
4920818596586300,2359,1827,2075,1906,4031,1968
4920818596720100,2355,1828,2074,1904,4032,1968
4920818597062000,2357,1828,2075,1904,4032,1971
4920818597382200,2356,1828,2075,1904,4052,1968
4920818597664600,2358,1828,2074,1905,4034,1968
4920818597811700,2356,1827,2076,1905,4032,1968
4920818597954600,2358,1827,2075,1904,4031,1969
4920818598364900,2358,1828,2076,1906,4028,1969
4920818598520300,2358,1828,2075,1904,4032,1970
4920818598642300,2356,1827,2073,1904,4032,1968
4920818598746000,2356,1838,2075,1904,4032,1970
4920818598820800,2356,1681,2075,1904,4054,1969
4920818598892900,2360,1828,2075,1905,4034,1968
4920818598961500,2357,1828,2074,1905,4028,1968
4920818599059800,2357,1828,2075,1905,4031,1969
4920818599188600,2357,1829,2075,1905,4028,2014
4920818599274100,2358,1829,2078,1907,4028,1966
4920818599360000,2357,1826,2074,1906,4030,1969
4920818599471700,2357,1827,2075,1905,4028,1970
4920818599570100,2357,1828,2074,1904,4033,1969
4920818599678300,2356,1827,2075,1904,4032,2006
4920818599766200,2359,1828,2075,1904,4032,1969
4920818599834700,2357,1828,2075,1904,4031,1970
4920818599902300,2358,1828,2075,1905,4032,1970
4920818599971500,2357,1828,2068,1906,4027,1972
4920818600074600,2357,1827,2075,1904,4031,1971
4920818600160800,2356,1827,2075,1907,4052,1969
4920818600230000,2356,1827,2074,1906,4031,1969
4920818600296600,2358,1828,2076,1906,4026,1970
4920818600366900,2357,1828,2073,1904,4032,1969
4920818600432800,2357,1828,2073,1905,4029,1969
4920818600502100,2358,1828,2075,1904,4032,1970
4920818600566800,2357,1828,2075,1905,4030,1968
4920818600640800,2358,1827,2075,1906,4028,1968
4920818600704500,2358,1833,2075,1903,4032,1970
4920818600766700,2364,1827,2073,1904,4030,1967
4920818600829100,2357,1827,2074,1906,4031,1968
4920818600913900,2358,1828,2084,1906,4031,1968
4920818600984300,2357,1828,2074,1906,4030,1970
4920818601046400,2357,1828,2074,1904,4029,1968
4920818601108500,2356,1828,2075,1905,4028,1969
4920818601197400,2358,1828,2074,1905,4033,1968
4920818601289900,2477,1828,2075,1903,4031,1969
4920818601355600,2356,1828,2074,1905,4029,1968
4920818601470000,2358,1827,2074,1904,4034,1968
4920818601567700,2357,1827,2074,1905,4033,1970
4920818601670600,2358,1828,2074,1905,4032,1969
4920818602027300,2357,1828,2075,1905,4029,1969
4920818602349800,2358,1828,2075,1904,4030,1968
4920818602469900,2357,1826,2075,1904,4032,2012
4920818602558300,2358,1828,2073,1904,4095,1970
4920818602628300,2357,1827,2076,1904,4031,1968
4920818602693800,2359,1827,2074,1906,4031,1968
4920818602761600,2358,1828,2075,1905,4028,1969
4920818602829500,2358,1828,2075,1905,4032,1969
4920818602907400,2358,1827,2076,1748,4031,1968
4920818602992600,2357,1828,2074,1904,4029,1968
4920818603060100,2359,1828,2076,1905,4026,1969
4920818603153800,2362,1826,2074,1904,4028,1967
4920818603445600,2356,1828,2052,1904,4032,1968
4920818603582500,2357,1827,2075,1905,4029,1968
4920818603762800,2359,1827,2075,1904,4044,1970
4920818603926200,2358,1826,2074,1905,4032,1970
4920818604033500,2357,1827,2076,1906,4031,1968
4920818604141900,2358,1829,2075,1905,4029,1969
4920818604448000,2357,1827,2075,1904,4032,1971
4920818604587900,2356,1827,2075,1904,4050,1969
4920818604711000,2358,1828,2074,1904,4032,1968
4920818604852200,2357,1828,2074,1904,4030,1968
4920818604949200,2358,1828,2075,1904,4032,1969
4920818605024900,2356,1828,2074,1903,4030,1969
4920818605243200,2357,1828,2076,1905,4031,1970
4920818605377200,2357,1827,2073,1905,4031,1969
