Timestamp (ISO),CH0,CH1,CH2,CH3,CH4,CH5
2026-01-27 19:32:05.220-0800,3334,1727,1846,1969,1969,4095
2026-01-27 19:32:05.236-0800,3316,1727,1846,1969,1967,4095
2026-01-27 19:32:05.252-0800,2870,1727,1846,1968,1968,4095
2026-01-27 19:32:05.252-0800,3765,1727,1846,1967,1969,4094
2026-01-27 19:32:05.268-0800,3327,1727,1846,1968,1969,4095
2026-01-27 19:32:05.284-0800,2870,1727,1846,1968,1970,4095
2026-01-27 19:32:05.300-0800,3757,1726,1847,1969,1970,4095
2026-01-27 19:32:05.300-0800,2870,1728,1846,1969,1969,4095
2026-01-27 19:32:05.316-0800,3746,1727,1846,1967,1971,4095
2026-01-27 19:32:05.331-0800,3323,1726,1846,1968,1971,4095
2026-01-27 19:32:05.347-0800,2870,1727,1847,1967,1973,4095
2026-01-27 19:32:05.347-0800,3319,1726,1846,1968,1970,4095
2026-01-27 19:32:05.364-0800,3302,1722,1842,1963,1965,4095
2026-01-27 19:32:05.381-0800,2897,1721,1842,1965,1965,4075
2026-01-27 19:32:05.397-0800,3307,1722,1843,1964,1964,4095
2026-01-27 19:32:05.397-0800,2866,1722,1842,1964,1966,4095
2026-01-27 19:32:05.412-0800,3608,1723,1841,1964,1968,4095
2026-01-27 19:32:05.429-0800,3304,1722,1842,1964,1966,4095
2026-01-27 19:32:05.441-0800,2871,1723,1841,1964,1966,4094
2026-01-27 19:32:05.441-0800,3703,1722,1842,1964,1968,4095
2026-01-27 19:32:05.459-0800,2870,1724,1843,1964,1966,4095
2026-01-27 19:32:05.475-0800,3315,1724,1841,1966,1966,4085
2026-01-27 19:32:05.494-0800,3304,1723,1839,1965,1964,4095
2026-01-27 19:32:05.494-0800,2868,1724,1841,1964,1965,4095
2026-01-27 19:32:05.508-0800,3725,1725,1843,1964,1963,4094
2026-01-27 19:32:05.525-0800,3299,1727,1841,1963,1964,4095
2026-01-27 19:32:05.539-0800,2868,1726,1841,1963,1964,4095
2026-01-27 19:32:05.541-0800,3723,1729,1842,1965,1962,4095
2026-01-27 19:32:05.552-0800,2869,1734,1841,1965,1961,4095
2026-01-27 19:32:05.573-0800,3712,1738,1840,1964,1960,4095
2026-01-27 19:32:05.588-0800,3308,1746,1842,1964,1960,4095
2026-01-27 19:32:05.588-0800,2871,1756,1841,1964,1957,4095
2026-01-27 19:32:05.604-0800,3334,1768,1842,1965,1957,4095
2026-01-27 19:32:05.619-0800,3302,1785,1843,1964,1957,4095
2026-01-27 19:32:05.634-0800,2902,1806,1842,1965,1957,4091
2026-01-27 19:32:05.634-0800,3326,1839,1841,1965,1956,4095
2026-01-27 19:32:05.652-0800,2870,1881,1842,1964,1959,4095
2026-01-27 19:32:05.665-0800,3593,1928,1842,1964,1958,4095
2026-01-27 19:32:05.685-0800,3301,1967,1841,1965,1958,4095
2026-01-27 19:32:05.685-0800,2870,2000,1841,1964,1959,4095
2026-01-27 19:32:05.699-0800,3728,2027,1842,1965,1959,4092
2026-01-27 19:32:05.714-0800,2870,2059,1843,1964,1964,4095
2026-01-27 19:32:05.730-0800,3298,2095,1841,1964,1962,4095
2026-01-27 19:32:05.730-0800,3308,2144,1842,1965,1961,4095
2026-01-27 19:32:05.746-0800,2868,2189,1842,1964,1961,4095
2026-01-27 19:32:05.762-0800,3709,2227,1842,1964,1961,4095
2026-01-27 19:32:05.780-0800,3298,2254,1843,1963,1962,4095
2026-01-27 19:32:05.780-0800,2869,2271,1842,1963,1961,4095
2026-01-27 19:32:05.793-0800,3705,2277,1845,1964,1962,4095
2026-01-27 19:32:05.809-0800,2871,2289,1842,1964,1961,4095
2026-01-27 19:32:05.824-0800,3736,2296,1843,1964,1961,4095
